Wall time,Step,Value
1506866898.9754627,42,3.5033109188079834
1506866899.4658105,45,3.854109764099121
1506866903.8799925,71,3.47117280960083
1506866907.7388167,94,3.62945294380188
1506866919.169696,158,3.5343666076660156
1506866920.5481954,167,3.418370485305786
1506866931.1757867,229,3.4144153594970703
1506866932.009087,234,3.771149158477783
1506866935.847559,255,3.5788798332214355
1506866938.9550421,273,3.6824393272399902
1506866944.9407668,308,3.3979663848876953
1506866945.253424,310,3.5529894828796387
1506866946.7001579,318,3.3986318111419678
1506866964.2130215,421,3.651297092437744
1506866971.0865796,460,3.662034511566162
1506866973.345885,474,3.5606279373168945
1506866983.9642258,536,3.579054832458496
1506866988.5465097,563,3.550863265991211
1506866991.232861,579,3.548147201538086
1506866992.3449328,586,3.6508915424346924
1506867000.5156736,634,3.5969724655151367
1506867002.686669,647,3.6134185791015625
1506867004.9595199,661,3.5949645042419434
1506867006.5765967,671,3.5766892433166504
1506867013.9902031,714,3.6434617042541504
1506867015.4920626,722,3.788370132446289
1506867023.6268508,771,3.5284454822540283
1506867026.0544312,785,3.5659689903259277
1506867026.4133558,787,3.7488174438476562
1506867028.994412,802,3.715073823928833
1506867030.102563,808,3.534092426300049
1506867035.1253395,836,3.6518616676330566
1506867053.0843675,945,3.5568389892578125
1506867057.3337276,971,3.598454475402832
1506867057.487154,972,3.5528924465179443
1506867058.5099192,978,3.419316530227661
1506867062.9046335,1005,3.5307602882385254
1506867064.3509703,1014,3.5369112491607666
1506867072.5035996,1063,3.5300564765930176
1506867072.9549968,1066,3.581991672515869
1506867077.4560173,1093,3.4957122802734375
1506867079.2288866,1104,3.5634827613830566
1506867088.592006,1161,3.647688865661621
1506867091.7827294,1180,3.6595497131347656
1506867105.7721078,1261,3.6888480186462402
1506867115.3073876,1316,3.595069646835327
1506867115.807769,1319,3.522764205932617
1506867118.3877857,1333,3.489699125289917
1506867119.0151596,1337,3.621053695678711
1506867126.9256964,1385,3.5689215660095215
1506867128.1189666,1392,3.55348539352417
1506867132.1922326,1414,3.5971450805664062
1506867134.2076514,1426,3.581416368484497
1506867135.86397,1436,3.5159084796905518
1506867141.162843,1466,3.480794906616211
1506867145.3217218,1491,3.61167049407959
1506867150.9196572,1523,3.4517593383789062
1506867155.8815172,1552,3.575164794921875
1506867158.6745708,1568,3.5985116958618164
1506867161.6803105,1584,3.4322550296783447
1506867165.2954948,1605,3.514906883239746
1506867171.2321951,1640,3.588094711303711
1506867179.6997147,1691,3.5951406955718994
1506867182.8484151,1709,3.54543137550354
1506867184.2307796,1718,3.631671667098999
1506867186.5327287,1732,3.4197750091552734
1506867186.8448763,1734,3.66341233253479
1506867187.312888,1737,3.3512978553771973
1506867194.4867938,1781,3.6566622257232666
1506867202.5353503,1826,3.3771891593933105
1506867205.5980911,1844,3.4695401191711426
1506867207.002194,1853,3.4348065853118896
1506867209.217735,1866,3.5809388160705566
1506867209.7147334,1869,3.3268649578094482
1506867210.9686716,1877,3.4610002040863037
1506867217.4368849,1917,3.695439338684082
1506867220.4275525,1934,3.615281581878662
1506867222.608772,1947,3.6474337577819824
1506867232.0756752,2001,3.5000574588775635
1506867238.4961693,2036,3.560187578201294
1506867245.3970306,2077,3.3476076126098633
1506867248.5719764,2096,3.587636947631836
1506867264.2420762,2187,3.468794345855713
1506867266.178869,2199,3.4241743087768555
1506867268.3934214,2211,3.600731372833252
1506867271.8436694,2231,3.3112308979034424
1506867272.7235997,2236,3.2511215209960938
1506867272.8731494,2237,3.6048402786254883
1506867276.2903457,2257,3.418095588684082
1506867277.0937285,2262,3.244368314743042
1506867284.684865,2307,3.7228498458862305
1506867286.7576804,2319,3.4189276695251465
1506867292.9044535,2354,3.146005630493164
1506867298.6420057,2389,2.9673449993133545
1506867298.7931643,2390,2.9835286140441895
1506867299.1038802,2392,3.390421152114868
1506867306.2876987,2436,3.5246176719665527
1506867309.0733454,2453,3.024456024169922
1506867309.4086227,2455,3.321465015411377
1506867310.2217624,2460,3.5153191089630127
1506867314.4826407,2485,3.532777786254883
1506867314.6570501,2486,3.152675151824951
1506867316.2439258,2496,3.0529298782348633
1506867316.5726469,2498,3.366248846054077
1506867317.4103396,2503,2.758699893951416
1506867321.9932828,2532,3.357856273651123
1506867324.4411542,2547,3.1779353618621826
1506867325.4319816,2553,2.814541816711426
1506867346.93133,2685,2.834268569946289
1506867355.8477998,2740,3.0659401416778564
1506867358.1404355,2754,3.18184232711792
1506867364.337606,2789,3.0104689598083496
1506867382.8598378,2896,2.8325748443603516
1506867393.985224,2967,2.5935606956481934
1506867401.171947,3011,1.9629912376403809
1506867405.9499252,3038,2.6262497901916504
1506867406.4672983,3041,2.274502754211426
1506867416.0177114,3099,2.640451192855835
1506867426.9406712,3161,2.2433228492736816
1506867432.9458673,3196,2.786298990249634
1506867438.624553,3230,2.887566566467285
1506867440.777743,3244,2.9860758781433105
1506867441.092121,3246,3.090263843536377
1506867441.2433765,3247,1.9189796447753906
1506867451.1212473,3305,1.9205913543701172
1506867462.410997,3376,1.9521031379699707
1506867467.854369,3408,2.3270840644836426
1506867475.210881,3449,1.6664154529571533
1506867480.7984333,3480,2.2607407569885254
1506867501.863315,3600,1.336859941482544
1506867504.9066522,3618,2.321596145629883
1506867505.2711732,3620,1.5716750621795654
1506867513.843247,3670,2.2852120399475098
1506867523.2569067,3726,1.2724709510803223
1506867525.5883942,3741,1.111072301864624
1506867534.6173468,3793,2.1235804557800293
1506867538.3373392,3814,2.0297749042510986
1506867539.2254457,3819,2.6814565658569336
1506867539.6004963,3821,1.4947856664657593
1506867547.5125263,3864,2.62384033203125
1506867558.654499,3928,1.1311330795288086
1506867563.4941242,3956,1.8481385707855225
1506867568.2490788,3984,1.7546656131744385
1506867577.1597884,4036,2.366720676422119
1506867587.481917,4098,1.3412123918533325
1506867589.2854939,4109,1.7689656019210815
1506867601.1759403,4182,1.66580331325531
1506867603.2781498,4196,1.3925976753234863
1506867604.3835995,4202,1.296339511871338
1506867608.4949448,4227,1.5721187591552734
1506867609.311214,4232,1.8412730693817139
1506867614.7541358,4263,1.4341590404510498
1506867621.6079152,4304,1.8045305013656616
1506867623.8406086,4317,1.339385747909546
1506867624.2114327,4319,1.9209086894989014
1506867637.6497316,4400,1.4229576587677002
1506867643.266414,4433,1.0407085418701172
1506867652.8616288,4492,0.4382156729698181
1506867655.825568,4509,0.9408819079399109
1506867659.438242,4530,1.1726255416870117
1506867676.0290074,4628,1.1328535079956055
1506867682.3151536,4664,2.002609968185425
1506867683.027859,4668,0.574236273765564
1506867684.5781724,4676,0.8571645021438599
1506867697.4029648,4750,1.7561016082763672
1506867703.9730723,4788,0.896298348903656
1506867706.1402194,4800,1.1988096237182617
1506867706.4748561,4802,1.3905646800994873
1506867712.8201852,4840,1.5367541313171387
1506867714.5887346,4852,1.0281282663345337
1506867721.5639567,4894,1.5061657428741455
1506867732.5635414,4962,1.3005836009979248
1506867734.18089,4971,1.4152544736862183
1506867734.7458076,4974,1.4810460805892944
1506867747.8226438,5050,1.2944233417510986
1506867748.1661537,5052,0.9997384548187256
1506867757.9759178,5106,1.360653281211853
1506867763.0930564,5134,0.8075361251831055
1506867774.5394726,5200,1.112879753112793
1506867780.9139736,5239,1.1860040426254272
1506867796.5593598,5329,1.6046847105026245
1506867799.3943071,5345,0.884443461894989
1506867801.7928345,5359,0.8301817178726196
1506867812.0101929,5420,0.43372488021850586
1506867815.7577674,5442,0.653795599937439
1506867828.2963326,5515,1.5935380458831787
1506867828.5995286,5517,2.106337070465088
1506867834.0005836,5549,0.7049146294593811
1506867840.5822473,5587,1.1245110034942627
1506867853.0284736,5660,1.3291226625442505
1506867853.8898575,5664,0.9598090648651123
1506867856.3117633,5679,1.0138312578201294
1506867863.2448618,5720,1.3184587955474854
1506867863.7996905,5723,0.7927282452583313
1506867878.9194934,5808,1.7287153005599976
1506867881.7938786,5825,1.0351557731628418
1506867882.3398316,5828,0.3695698082447052
1506867888.0102346,5862,0.615380585193634
1506867888.3097134,5864,0.5840816497802734
1506867889.491613,5871,1.584580421447754
1506867895.5622709,5907,0.8213098049163818
1506867899.0744333,5928,0.96205735206604
1506867903.2188141,5952,1.1834282875061035
1506867905.2039473,5963,0.1355789601802826
1506867909.5203657,5990,0.9799336194992065
1506867912.9330552,6010,1.1988623142242432
1506867913.9283671,6015,1.6738446950912476
1506867932.7537324,6121,0.4517936706542969
1506867934.5689392,6131,0.5402535796165466
1506867943.171,6181,1.6343417167663574
1506867946.428733,6200,0.5719863772392273
1506867948.4144838,6213,0.8633034825325012
1506867949.394464,6219,1.0733985900878906
1506867951.6757476,6232,0.7686727643013
1506867961.2140694,6289,1.7115281820297241
1506867965.201029,6312,0.4143415689468384
1506867966.0455978,6317,1.1097133159637451
1506867970.2842348,6341,0.8510342836380005
1506867974.1596258,6363,1.1845993995666504
1506867976.5129929,6376,1.1575469970703125
1506867980.721426,6400,0.41241201758384705
1506867997.190322,6496,0.6640934944152832
1506868001.306142,6520,1.0804075002670288
1506868010.0581794,6574,1.5585718154907227
1506868011.6100116,6584,0.9283814430236816
1506868014.7221355,6603,0.7826540470123291
1506868023.8526645,6657,0.657645583152771
1506868030.568327,6696,0.6977674961090088
1506868031.2209694,6699,1.641078233718872
1506868033.3600605,6711,0.842787504196167
1506868038.0146441,6738,1.3650106191635132
1506868038.626135,6742,0.7121043801307678
1506868056.8670018,6846,0.4865281581878662
1506868058.4099143,6854,1.2842937707901
1506868061.2039459,6869,0.6366084218025208
1506868077.2983918,6966,0.8615045547485352
1506868081.9727623,6992,0.5923286080360413
1506868086.0288265,7014,0.4010039269924164
1506868102.3902721,7106,0.3721372187137604
1506868103.9379654,7114,0.5996686816215515
1506868111.0679564,7155,1.8749263286590576
1506868121.5928962,7216,0.8439240455627441
1506868126.9971254,7247,0.8606305718421936
1506868137.9613996,7311,0.3764846920967102
1506868141.2352848,7329,0.11670831590890884
1506868142.846821,7339,0.4162242114543915
1506868143.0383587,7340,0.5220054984092712
1506868146.3110597,7359,0.6781368851661682
1506868150.4240282,7382,0.31263265013694763
1506868153.6940308,7401,0.4874393343925476
1506868162.1495094,7450,0.8712952136993408
1506868163.9532626,7460,0.14952099323272705
1506868164.4429193,7463,0.6714876890182495
1506868166.9550703,7478,0.799964189529419
1506868172.752418,7511,0.3932082951068878
1506868189.2113824,7609,0.7568268179893494
1506868195.2684352,7644,0.4488498568534851
1506868202.8265526,7687,1.1520229578018188
1506868203.8613467,7693,0.929650604724884
1506868215.7030423,7760,0.6945866346359253
1506868219.1257582,7780,0.8718842267990112
1506868220.6232393,7788,0.48930272459983826
1506868222.5402362,7798,0.36979907751083374
