Wall time,Step,Value
1506866898.9754627,42,3.2858450412750244
1506866899.4658105,45,3.962636947631836
1506866903.8799925,71,3.715864658355713
1506866907.7388167,94,3.828768253326416
1506866919.169696,158,3.6890201568603516
1506866920.5481954,167,3.650979518890381
1506866931.1757867,229,3.44008731842041
1506866932.009087,234,3.5575289726257324
1506866935.847559,255,3.540891647338867
1506866938.9550421,273,3.5082406997680664
1506866944.9407668,308,3.4807450771331787
1506866945.253424,310,3.6627707481384277
1506866946.7001579,318,3.5556039810180664
1506866964.2130215,421,3.5436697006225586
1506866971.0865796,460,3.6828501224517822
1506866973.345885,474,3.648069381713867
1506866983.9642258,536,3.624525547027588
1506866988.5465097,563,3.469849109649658
1506866991.232861,579,3.481595039367676
1506866992.3449328,586,3.528249502182007
1506867000.5156736,634,3.584733009338379
1506867002.686669,647,3.61061429977417
1506867004.9595199,661,3.4494714736938477
1506867006.5765967,671,3.576335906982422
1506867013.9902031,714,3.3140454292297363
1506867015.4920626,722,3.475677013397217
1506867023.6268508,771,3.6062865257263184
1506867026.0544312,785,3.5256104469299316
1506867026.4133558,787,3.5423638820648193
1506867028.994412,802,3.6355230808258057
1506867030.102563,808,3.6381421089172363
1506867035.1253395,836,3.6240744590759277
1506867053.0843675,945,3.658205270767212
1506867057.3337276,971,3.5424160957336426
1506867057.487154,972,3.637195348739624
1506867058.5099192,978,3.7006449699401855
1506867062.9046335,1005,3.621155023574829
1506867064.3509703,1014,3.563732624053955
1506867072.5035996,1063,3.676598072052002
1506867072.9549968,1066,3.5777618885040283
1506867077.4560173,1093,3.562182903289795
1506867079.2288866,1104,3.446326971054077
1506867088.592006,1161,3.6363821029663086
1506867091.7827294,1180,3.6478939056396484
1506867105.7721078,1261,3.5335545539855957
1506867115.3073876,1316,3.5981624126434326
1506867115.807769,1319,3.6394224166870117
1506867118.3877857,1333,3.515868663787842
1506867119.0151596,1337,3.5652990341186523
1506867126.9256964,1385,3.5158119201660156
1506867128.1189666,1392,3.3705735206604004
1506867132.1922326,1414,3.6283352375030518
1506867134.2076514,1426,3.492955446243286
1506867135.86397,1436,3.63368558883667
1506867141.162843,1466,3.471968173980713
1506867145.3217218,1491,3.523806095123291
1506867150.9196572,1523,3.5128917694091797
1506867155.8815172,1552,3.507784128189087
1506867158.6745708,1568,3.3635621070861816
1506867161.6803105,1584,3.5963802337646484
1506867165.2954948,1605,3.471461057662964
1506867171.2321951,1640,3.4397881031036377
1506867179.6997147,1691,3.5367722511291504
1506867182.8484151,1709,3.59548282623291
1506867184.2307796,1718,3.6412839889526367
1506867186.5327287,1732,3.4978694915771484
1506867186.8448763,1734,3.4066162109375
1506867187.312888,1737,3.7221813201904297
1506867194.4867938,1781,3.5432543754577637
1506867202.5353503,1826,3.4793572425842285
1506867205.5980911,1844,3.547327995300293
1506867207.002194,1853,3.492631196975708
1506867209.217735,1866,3.546813488006592
1506867209.7147334,1869,3.5869059562683105
1506867210.9686716,1877,3.4791698455810547
1506867217.4368849,1917,3.518636703491211
1506867220.4275525,1934,3.5937018394470215
1506867222.608772,1947,3.457937240600586
1506867232.0756752,2001,3.420816421508789
1506867238.4961693,2036,3.456995725631714
1506867245.3970306,2077,3.2782180309295654
1506867248.5719764,2096,3.534353017807007
1506867264.2420762,2187,3.5304152965545654
1506867266.178869,2199,3.3504936695098877
1506867268.3934214,2211,3.8218252658843994
1506867271.8436694,2231,3.5467700958251953
1506867272.7235997,2236,3.3991589546203613
1506867272.8731494,2237,3.4489521980285645
1506867276.2903457,2257,3.457942485809326
1506867277.0937285,2262,3.068986415863037
1506867284.684865,2307,3.181283712387085
1506867286.7576804,2319,3.1284046173095703
1506867292.9044535,2354,3.1342382431030273
